"","mun","uf","crivo1","crivo2","sexo","idade","fx.idade","esc","sit","pea","satdem","jg1","jg3","jg4","fechacn","gc1","gc2","gc5","gc6","gc7","gc8","gc11","gc18","avalcn","problemabr","avallula","avalbolsonaro","avalmoro","avaldino","avalciro","avaldoria","avalhaddad","militargov","info1","voto18","ed","partsimp","partsimp2","partsimpn","partisimpn2","avalgov","cara1","cara2","cara3","cara4","cara5","cara6","cara7","cara8","classe8","classe8a","classe3m","classe3m_a","classe1","rcor","relig","fx.renda","reg"
"697","-Jundiaí ","São Paulo "," - Sim ","- Não ","Masculino",69,"65 ou mais"," - Primário completo (4ª.serie do ensino fundamental)"," - Aposentado por tempo de trabalho ","NÃO PEA"," - Muito satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia pouco"," - Não confia"," - Não confia"," - Não confia"," - Ruim"," - Pandemia do novo Corona vírus ","Gosta muito","Não gosta de jeito nenhum","Gosta muito","NS","8","Não gosta de jeito nenhum","5"," - Não","-Amigos e familiares "," – Fernando Haddad"," - 3 "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia "," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Está totalmente isolado, sem sair de casa de jeito nenhum","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Evangélica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"698","-Dourados ","Mato Grosso do Sul "," - Sim ","- Não ","Feminino",64," - 55 a 64 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Dona de casa ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Confia pouco"," - Confia mais ou menos"," - Confia muito"," - Não confia"," - Confia pouco"," - Confia mais ou menos"," - Confia mais ou menos"," - Ruim"," - Saúde, falta de serviço ","4","6","5","NS","3","4","3"," - Não","-Nunca busca informações sobre política"," – Não compareceu/JUSTIFICOU"," - NS "," - Não",NA," - Não",NA," - Regular"," – NS"," – NS","Não podem ocorrer em uma democracia "," - Nem concorda nem discorda",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Está totalmente isolado, sem sair de casa de jeito nenhum","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," - Pardo"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Centro-Oeste"
"699","-Araraquara ","São Paulo "," - Sim ","- Não ","Feminino",40," – 35 a 44 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia muito"," - Confia muito"," - Confia mais ou menos"," - Confia pouco"," - Não confia"," - Confia pouco"," - Ruim"," - Desemprego/falta de emprego ","7","5","2","2","2","2","2"," - Não","Jornais e Revistas "," – Nulo "," - 8 "," - Não",NA," - Não",NA," - Regular"," deveria sofrer um impeachment","-Não","Não podem ocorrer em uma democracia "," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Discorda pouco","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," Preto"," - Católica ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Sudeste"
"700","-Venâncio Aires ","Rio Grande do Sul "," - Sim ","- Não ","Feminino",45," - 45 a 54 anos  "," - Ensino universitário incompleto ou especialização (técnico após ensino médio)"," - Empregador/empresário","PEA"," - Muito insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Sim"," - Não confia"," - Não confia"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Péssimo","Crise política","Não gosta de jeito nenhum","Gosta muito","2","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","-Facebook","Jair Bolsonaro"," - 10 [direita]"," - Não",NA,"Sim "," - PT ","Ótimo"," - deveria continuar no cargo","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal",". Está vivendo normalmente, sem mudar nada na sua rotina"," - Discorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Católica ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Sul"
"701","-Palmas ","Tocantins   "," - Sim ","- Não ","Masculino",24," – 18 a 24 anos "," - Ensino universitário completo"," - Empregado assalariado sem registro em carteira","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia mais ou menos"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Regular "," - Conflito armado ","7","Não gosta de jeito nenhum","8","Gosta muito","8","Não gosta de jeito nenhum","4"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - 5"," - Não",NA,"Sim "," - PSL "," - Péssimo"," - deveria continuar no cargo","-Sim "," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - depende da situação "," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Média baixa","Mudaram de classe social","- Média média","- Média baixa"," Preto"," - É ateu/ Agnóstico/ Não acredita em Deus",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Norte"
"702","-Venâncio Aires ","Rio Grande do Sul "," - Sim ","- Não ","Feminino",29," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Muito satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Sim"," - Não confia"," - Confia mais ou menos"," - Confia muito"," - Confia muito"," - Confia pouco"," - Confia muito"," - Não confia"," - NS"," - Regular "," - Economia, problemas com, crise de","3","Gosta muito","5","NS","3","Não gosta de jeito nenhum","2","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 10 [direita]","Sim "," - PSB ","Sim "," - PT ","Ótimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - depende da situação ",". Saindo de casa só quando é inevitável"," - Discorda muito","- Permaneceram na mesma classe","- Média baixa","Mudaram de classe social","- Média baixa","- Média baixa"," - Branco"," - Evangélica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sul"
"703","-Uberlândia ","Minas Gerais "," - Sim ","- Não ","Masculino",67,"65 ou mais"," - Analfabeto/ Nunca frequentou escola"," - Aposentado por tempo de trabalho ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Não confia"," - Confia pouco"," - Confia pouco"," - Ruim"," - Corrupção ","Gosta muito","Não gosta de jeito nenhum","Gosta muito","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Gosta muito","9"," - Não","-Nunca busca informações sobre política"," – Fernando Haddad"," - 6 ","Sim "," - PT ","Sim "," - DEM(Democratas) (ex-PFL)"," - Péssimo"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia"," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," - Branco"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"704","-Palmas ","Tocantins   "," - Sim ","- Não ","Feminino",24," – 18 a 24 anos "," - Colegial incompleto (até 2ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Confia pouco"," - Confia muito"," - Confia mais ou menos"," - Confia pouco"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Regular "," - Corrupção ","6","6","8","8","5","5","Não gosta de jeito nenhum","Sim","-Noticiário da TV ","Jair Bolsonaro"," - 5"," - Não",NA,"Sim "," - PT "," - Regular"," - deveria continuar no cargo","-Não","Não podem ocorrer em uma democracia "," - Discorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - depende da situação "," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Nem concorda nem discorda","Mudaram de classe social","- Média baixa","Mudaram de classe social","- Média média","- Média média"," - Pardo"," - É ateu/ Agnóstico/ Não acredita em Deus",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Norte"
"705","-Campina Grande do Sul ","Paraná "," - Sim ","- Não ","Feminino",66,"65 ou mais"," - Ginásio completo (8ª série do ensino fundamental)"," - Aposentado por invalidez ","NÃO PEA"," - NR"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Não confia"," - NR"," - Regular "," - Saúde, falta de serviço ","NR","3","8","NS","NR","8","NR"," - Não","-Noticiário da TV ","Jair Bolsonaro"," - NS ","Sim "," - PT "," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Não","Não podem ocorrer em uma democracia "," - Concorda pouco"," - NR"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Evangélica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sul"
"706","-Palmas ","Tocantins   "," - Sim ","- Não ","Masculino",56," - 55 a 64 anos"," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Confia pouco"," - Confia pouco"," - Não confia"," - Confia mais ou menos"," - Confia pouco"," - Regular "," - Corrupção ","8","Não gosta de jeito nenhum","8","6","6","5","5"," - Não","-Noticiário da TV "," – Não compareceu/JUSTIFICOU"," - 5"," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia"," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Baixa","Mudaram de classe social","- Média média","- Média média"," Preto"," - Católica ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Norte"
"707","-Goiânia ","Goiás  "," - Sim ","- Não ","Masculino",45," - 45 a 54 anos  "," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Sim"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Péssimo"," - Desemprego/falta de emprego ","Não gosta de jeito nenhum","Gosta muito","Gosta muito","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","-Noticiário da TV ","Jair Bolsonaro"," - 8 "," - Não",NA," - Não",NA," - Regular"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - depende da situação "," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Discorda pouco","- Permaneceram na mesma classe","- Média média","Mudaram de classe social","- Média baixa","- Média baixa"," - Branco"," - É ateu/ Agnóstico/ Não acredita em Deus",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Centro-Oeste"
"708","-Campina Grande do Sul ","Paraná "," - Sim ","- Não ","Masculino",48," - 45 a 54 anos  "," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Empregado assalariado com registro em carteira","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - NR"," - Não confia"," - Não confia"," - Péssimo"," - Desemprego/falta de emprego ","Não gosta de jeito nenhum","9","5","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - NR","-Noticiário da TV ","Jair Bolsonaro"," - NS "," - Não",NA,"Sim "," - NR "," - Bom"," - NR"," – NS"," - É normal que ocorram em uma democracia"," - Nem concorda nem discorda"," - NR"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Não respondeu","- Permaneceram na mesma classe","- Não respondeu","- Não respondeu"," - Branco"," - Evangélica ","Até R$ 1045,00 (até 1 SM) ","Sul"
"709","-Dourados ","Mato Grosso do Sul "," - Sim ","- Não ","Feminino",27," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia pouco"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Regular "," - Corrupção ","4","9","5","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," – Depende","-Facebook","Jair Bolsonaro"," - 7 "," - Não",NA,"Sim "," - PT "," - Bom","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não","Não podem ocorrer em uma democracia "," - Discorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Centro-Oeste"
"710","-Porto Alegre ","Rio Grande do Sul "," - Sim ","- Não ","Masculino",28," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Péssimo"," - Desigualdade ","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","8","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Noticiário da TV "," – Branco "," - 5"," - Não",NA," - Não",NA," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não","Não podem ocorrer em uma democracia ","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Média média","Mudaram de classe social","- Média alta","- Média alta"," - Branco"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sul"
"711","-Porto Alegre ","Rio Grande do Sul "," - Sim ","- Não ","Masculino",31," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Não confia"," - Regular "," - Economia, problemas com, crise de","Não gosta de jeito nenhum","5","5","NS","4","Não gosta de jeito nenhum","5","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 5"," - Não",NA,"Sim "," - PT "," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Mais baixa","- Permaneceram na mesma classe","- Mais baixa","- Mais baixa"," - Branco"," - Outra ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sul"
"712","-Indiaroba ","Sergipe "," - Sim ","- Não ","Masculino",40," – 35 a 44 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Desempregado (não procura emprego) ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia mais ou menos"," - Não confia"," - Confia pouco"," - Não confia"," - Ruim"," - Corrupção ","8","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","7","Não gosta de jeito nenhum","7"," - Não","-Noticiário da TV "," – Fernando Haddad"," - 1 [esquerda] ","Sim "," - PT ","Sim "," - PSL "," - Péssimo"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia","Concorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média média","Mudaram de classe social","- Mais baixa","- Baixa"," - Branco"," - Católica ","Até R$ 1045,00 (até 1 SM) ","Nordeste"
"713","-Indiaroba ","Sergipe "," - Sim ","- Não ","Feminino",21," – 18 a 24 anos "," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Dona de casa ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Confia pouco"," - Confia muito"," - Confia pouco"," - Não confia"," - Confia muito"," - Confia mais ou menos"," - Ruim"," - Pandemia do novo Corona vírus ","7","Não gosta de jeito nenhum","5","2","2","5","6"," - Não","-Noticiário da TV "," – Não compareceu/JUSTIFICOU"," - 3 "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Não","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Mais baixa","- Permaneceram na mesma classe","- Mais baixa","- Mais baixa"," - Branco"," - Espírita kardecista, espiritualista ","Até R$ 1045,00 (até 1 SM) ","Nordeste"
"714","-Indiaroba ","Sergipe "," - Sim ","- Não ","Feminino",30," – 25 a 34 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia pouco"," - Não confia"," - Confia mais ou menos"," - Confia pouco"," - Regular "," - Pandemia do novo Corona vírus ","6","Não gosta de jeito nenhum","5","2","8","5","5"," - Não","-Noticiário da TV "," – Fernando Haddad"," - 5"," - Não",NA," - Não",NA," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," Preto"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Nordeste"
"715","-Indiaroba ","Sergipe "," - Sim ","- Não ","Masculino",48," - 45 a 54 anos  "," - Ensino universitário completo"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Não confia"," - Confia pouco"," - Confia pouco"," - Ruim"," - Impunidade ","2","Não gosta de jeito nenhum","2","Não gosta de jeito nenhum","6","Não gosta de jeito nenhum","2"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - NS "," - Não",NA," - Não",NA," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Nordeste"
"716","-Uberlândia ","Minas Gerais "," - Sim ","- Não ","Feminino",60," - 55 a 64 anos"," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Não confia"," - Confia muito"," - Confia pouco"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Regular "," - Desnutrição ","Gosta muito","Não gosta de jeito nenhum","8","NS","Não gosta de jeito nenhum","NS","5"," - Não","-Noticiário da TV "," – Fernando Haddad"," - NS "," - Não",NA," - Não",NA," - Ruim","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia"," - NS","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," Preto"," - Espírita kardecista, espiritualista ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"717","-Campina Grande do Sul ","Paraná "," - Sim ","- Não ","Feminino",73,"65 ou mais"," - Analfabeto/ Nunca frequentou escola"," - Aposentado por invalidez ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Não confia"," - NS"," - Confia pouco"," - Regular "," - Pobreza ","5","Não gosta de jeito nenhum","8","NS","NS","8","NS"," - Não","-Noticiário da TV "," – Não compareceu/JUSTIFICOU"," - NS "," - NS ",NA," - NS ",NA," - Ruim"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia"," - NS","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Está totalmente isolado, sem sair de casa de jeito nenhum","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," – NR"," - Evangélica ","Até R$ 1045,00 (até 1 SM) ","Sul"
"718","-Araraquara ","São Paulo "," - Sim ","- Não ","Feminino",39," – 35 a 44 anos"," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Desempregado (procurando emprego)","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia pouco"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia pouco"," - Confia pouco"," - Péssimo"," - Mau governo ","Não gosta de jeito nenhum","Não gosta de jeito nenhum","8","NR","Não gosta de jeito nenhum","6","Não gosta de jeito nenhum","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 5"," - Não",NA," - Não",NA," - NS"," deveria sofrer um impeachment","-Não","Não podem ocorrer em uma democracia "," - Nem concorda nem discorda","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Média baixa","Mudaram de classe social","- Baixa","- Mais baixa"," - Branco"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
